Word	Type
telophase	period_n1
temp	person_n1
temperature	property_n3
template	knowledge_n1
temple	building_n1
tendency	knowledge_n1
tendon	body_part_n1
tendril	plant_part_n1
tennis	activity_n1
tenrec	animal_n1
tension	state_n4
tent	artifact_n1
tentacle	quality_n1
termite	insect_n1
terrace	artifact_n1
terrain	location_n1
terrapin	animal_n1
territory	location_n1
test	activity_n1
tester	person_n1
testis	body_part_n1
testosterone	substance_n1
tetanus	state_n4
tetrahymena	microorganism_n1
tetrapod	animal_n1
text	written_language_n1
textbook	artifact_n1
texture	property_n3
thaw	phenomenon_n1
theatre	building_n1
theme	message_n2
theorem	message_n2
theory	knowledge_n1
therapsid	animal_n1
therapy	activity_n1
thermometer	measuring_instrument_n1
thermostat	device_n1
theropod	animal_n1
thickness	property_n3
thief	person_n1
thigh	body_part_n1
thinker	person_n1
thirst	state_n4
thistle	plant_n2
thorax	body_part_n1
thorn	knowledge_n1
thought	knowledge_n1
thread	artifact_n1
throat	body_part_n1
throne	artifact_n1
thrush	phenomenon_n1
thumb	body_part_n1
thunderstorm	phenomenon_n1
thymine	substance_n1
thymus	body_part_n1
thyroid	body_part_n1
thyrotropin	substance_n1
thyroxine	substance_n1
ticket	written_language_n1
tide	event_n1
tiger	animal_n1
tightness	quality_n1
tile	artifact_n1
timber	artifact_n1
time	period_n1
timer	measuring_instrument_n1
timetable	message_n2
tin	element_n2
tint	property_n3
tip	location_n1
tire	artifact_n1
tissue	body_part_n1
titanium	element_n2
title	written_language_n1
toad	animal_n1
toadstool	plant_n2
toaster	artifact_n1
tobacco	material_n1
toddler	person_n1
toe	body_part_n1
toenail	body_part_n1
toilet	artifact_n1
tolerance	property_n3
tom	animal_n1
tomato	substance_n1
tomb	location_n1
ton	definite_quantity_n1
tone	written_language_n1
tongue	body_part_n1
tonne	definite_quantity_n1
tool	tool_n1
tooth	body_part_n1
toothbrush	artifact_n1
toothpaste	substance_n1
top	location_n1
topi	clothing_n1
topic	message_n2
topsoil	material_n1
torch	device_n1
tornado	phenomenon_n1
torque	phenomenon_n1
tortoise	animal_n1
totality	state_n4
toucan	bird_n1
touch	event_n1
tourism	event_n1
tourist	person_n1
towel	artifact_n1
tower	artifact_n1
town	location_n1
toxin	substance_n1
toy	artifact_n1
trachea	body_part_n1
track	location_n1
tract	location_n1
traction	phenomenon_n1
tractor	transport_n1
trademark	quality_n1
trader	person_n1
tradition	knowledge_n1
trail	artifact_n1
trailer	person_n1
train	transport_n1
trainer	person_n1
trance	state_n4
transaction	event_n1
transcription	written_language_n1
transformation	event_n1
transfusion	action_n1
transit	device_n1
transition	action_n1
transmission	action_n1
transmitter	person_n1
transparency	phenomenon_n1
transpiration	phenomenon_n1
transportation	action_n1
trapeze	device_n1
trapper	person_n1
trash	material_n1
traveler	person_n1
traveller	person_n1
trawler	person_n1
tray	artifact_n1
tread	artifact_n1
treatment	activity_n1
treaty	written_language_n1
tree	plant_n2
treehopper	insect_n1
treetop	location_n1
trellis	artifact_n1
trench	artifact_n1
trend	location_n1
trial	activity_n1
triangle	shape_n2
tribe	social_group_n1
triceps	body_part_n1
trick	action_n1
trigger	artifact_n1
triggerfish	fish_n1
triglyceride	material_n1
trilobite	animal_n1
trinket	artifact_n1
trip	action_n1
triumph	event_n1
trolley	transport_n1
trombone	device_n1
troop	social_group_n1
trooper	person_n1
trophoblast	body_part_n1
tropism	phenomenon_n1
troposphere	location_n1
trouble	knowledge_n1
trough	formation_n5
trout	substance_n1
truck	transport_n1
truffle	plant_n2
trumpet	device_n1
trumpeter	person_n1
trunk	plant_part_n1
truth	knowledge_n1
trypsin	substance_n1
tsunami	event_n1
tuatara	animal_n1
tub	artifact_n1
tube	artifact_n1
tuber	plant_part_n1
tuberculosis	illness_n1
tubule	body_part_n1
tulip	plant_n2
tummy	body_part_n1
tumor	illness_n1
tuna	fish_n1
tundra	biom_n1
tune	auditory_communication_n1
tungsten	element_n2
tunic	body_part_n1
tunicate	animal_n1
tunnel	artifact_n1
turbidity	quality_n1
turbine	device_n1
turkey	bird_n1
turnip	plant_n2
turret	artifact_n1
turtle	animal_n1
tusk	body_part_n1
tutorial	auditory_communication_n1
tweak	action_n1
twig	plant_part_n1
twin	person_n1
twister	phenomenon_n1
type	knowledge_n1
tyrannosaurus	animal_n1
tyre	artifact_n1
uakari	animal_n1
ulcer	state_n4
umbrella	artifact_n1
unbalance	state_n4
uncertainty	quality_n1
uncle	person_n1
underside	location_n1
underwear	clothing_n1
unemployment	state_n4
ungulate	animal_n1
unicorn	knowledge_n1
uniform	clothing_n1
uniformity	quality_n1
union	social_group_n1
unit	definite_quantity_n1
unity	state_n4
university	social_group_n1
updraft	phenomenon_n1
upside	location_n1
uptake	phenomenon_n1
uracil	substance_n1
uranium	element_n2
urbanization	state_n4
urchin	animal_n1
urea	substance_n1
ureter	body_part_n1
urethra	body_part_n1
urgency	state_n4
urination	phenomenon_n1
urine	material_n1
usage	activity_n1
use	activity_n1
usefulness	quality_n1
user	person_n1
utensil	artifact_n1
uterus	body_part_n1
utility	social_group_n1
vacation	period_n1
vaccine	substance_n1
vacuole	body_part_n1
vacuum	state_n4
vagina	body_part_n1
vagrant	person_n1
valence	quality_n1
valley	formation_n5
value	knowledge_n1
valve	body_part_n1
vampire	knowledge_n1
van	social_group_n1
vane	device_n1
vanilla	plant_n2
vapor	substance_n1
vaporization	action_n1
vapour	substance_n1
variability	quality_n1
variation	event_n1
vase	artifact_n1
vector	knowledge_n1
vegetable	substance_n1
vegetarian	person_n1
vegetation	biom_n1
vehicle	transport_n1
vein	body_part_n1
velvet	artifact_n1
venom	substance_n1
vent	shape_n2
ventilation	action_n1
ventricle	body_part_n1
vermin	person_n1
version	message_n2
vertebra	body_part_n1
vertebrate	animal_n1
vesicle	body_part_n1
vessel	artifact_n1
vet	person_n1
veteran	person_n1
vibration	event_n1
vicar	state_n4
vice	quality_n1
vicinity	location_n1
victim	person_n1
victory	event_n1
videotape	device_n1
viewer	device_n1
vigor	property_n3
village	social_group_n1
villager	person_n1
villain	person_n1
villus	body_part_n1
vine	plant_n2
vinegar	food_n1
violence	action_n1
violet	plant_n2
viper	animal_n1
virago	person_n1
virgin	person_n1
virus	microorganism_n1
viscacha	animal_n1
viscosity	property_n3
visibility	property_n3
vision	sense_n3
visitor	person_n1
visor	artifact_n1
vitamin	food_n1
vocabulary	artifact_n1
vocation	activity_n1
voice	property_n3
volcano	shape_n2
vole	animal_n1
volleyball	activity_n1
volt	definite_quantity_n1
voltage	phenomenon_n1
voyage	action_n1
vulture	bird_n1
vulva	body_part_n1
wagon	transport_n1
wagtail	bird_n1
waist	body_part_n1
waiter	person_n1
waitress	person_n1
walker	artifact_n1
wall	artifact_n1
wallaby	animal_n1
wallet	artifact_n1
wallpaper	material_n1
walnut	plant_part_n1
walrus	animal_n1
wand	artifact_n1
war	event_n1
warbler	bird_n1
ward	person_n1
warden	person_n1
warmth	knowledge_n1
warren	formation_n5
warrior	person_n1
wart	shape_n2
washer	person_n1
wasp	insect_n1
waste	material_n1
wastewater	material_n1
water	substance_n1
waterbuck	animal_n1
watercress	substance_n1
waterfall	water_n2
waterfowl	bird_n1
watermelon	plant_part_n1
waterway	water_n2
waterwheel	device_n1
watt	definite_quantity_n1
wave	event_n1
wax	substance_n1
way	property_n3
weakness	state_n4
wealth	state_n4
weapon	device_n1
wearer	person_n1
weasel	animal_n1
weather	phenomenon_n1
weatherman	person_n1
weaver	person_n1
wedding	event_n1
wedge	shape_n2
weed	plant_n2
week	period_n1
weekend	period_n1
weevil	insect_n1
weight	property_n3
weightlessness	property_n3
weightlifter	person_n1
weir	artifact_n1
wellness	state_n4
wetness	state_n4
whale	animal_n1
wheat	plant_n2
wheel	device_n1
wheelchair	artifact_n1
whip	device_n1
whiptail	animal_n1
whisker	body_part_n1
whorl	shape_n2
wick	artifact_n1
widow	person_n1
width	property_n3
wife	person_n1
wig	clothing_n1
wildcat	artifact_n1
wildebeest	animal_n1
wilderness	location_n1
wildfire	event_n1
wildflower	plant_n2
will	written_language_n1
willow	plant_n2
wind	phenomenon_n1
windmill	device_n1
window	artifact_n1
windowpane	artifact_n1
windowsill	device_n1
windpipe	body_part_n1
windshield	artifact_n1
windstorm	phenomenon_n1
wine	food_n1
wing	body_part_n1
winkle	animal_n1
winner	person_n1
winter	period_n1
wiper	device_n1
wire	artifact_n1
wisent	animal_n1
wishbone	body_part_n1
wit	message_n2
witch	person_n1
witness	person_n1
wizard	person_n1
wolf	animal_n1
wolverine	animal_n1
woman	person_n1
womb	body_part_n1
wombat	animal_n1
wood	material_n1
woodchuck	animal_n1
woodcutter	person_n1
woodland	biom_n1
woodlouse	animal_n1
woodpecker	bird_n1
wool	artifact_n1
worker	person_n1
workman	person_n1
workout	activity_n1
workplace	location_n1
workshop	activity_n1
worm	animal_n1
worship	activity_n1
wort	plant_n2
wound	state_n4
wreath	artifact_n1
wren	bird_n1
wrinkle	shape_n2
wrist	body_part_n1
writer	person_n1
xerophyte	plant_n2
xylem	plant_part_n1
yak	animal_n1
yard	location_n1
year	period_n1
yeast	substance_n1
yew	material_n1
yoga	quality_n1
yoghurt	food_n1
yogi	person_n1
yogurt	food_n1
yolk	food_n1
zebra	animal_n1
zinc	element_n2
zipper	device_n1
zone	location_n1
zoo	artifact_n1
zooplankton	animal_n1
zygospore	plant_part_n1
